Series Name,Series Code,Country Name,Country Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Nepal,NPL,41.3,41.853,42.403,42.951,43.502,44.058,44.625,45.207,45.807,46.428,47.069,47.729,48.408,49.104,49.821,50.563,51.327,52.112,52.913,53.723,54.536,55.346,56.145,56.927,57.688,58.427,59.145,59.842,60.517,61.166,61.787,62.38,62.944,63.482,63.996,64.488,64.962,65.42,65.863,66.29,66.698,67.085,67.449,67.792,68.114,68.419,68.71,68.989,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Nicaragua,NIC,52.723,53.272,53.763,54.191,54.554,54.852,55.102,55.324,55.537,55.762,56.017,56.317,56.674,57.098,57.608,58.216,58.913,59.677,60.487,61.309,62.106,62.848,63.514,64.095,64.595,65.032,65.435,65.827,66.215,66.597,66.961,67.294,67.589,67.848,68.079,68.294,68.506,68.724,68.952,69.185,69.416,69.636,69.839,70.026,70.201,70.374,70.551,70.741,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Niger,NER,35.486,35.641,35.825,36.041,36.302,36.615,36.983,37.4,37.859,38.341,38.829,39.304,39.758,40.189,40.599,41.001,41.413,41.851,42.322,42.835,43.394,43.995,44.629,45.289,45.966,46.646,47.321,47.985,48.636,49.279,49.921,50.573,51.242,51.932,52.644,53.378,54.127,54.88,55.63,56.364,57.074,57.752,58.392,58.988,59.536,60.033,60.485,60.9,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,North Macedonia,MKD,65.601,65.893,66.142,66.352,66.519,66.643,66.729,66.79,66.841,66.908,67.018,67.184,67.411,67.692,68.01,68.333,68.631,68.883,69.082,69.233,69.352,69.464,69.588,69.733,69.899,70.084,70.275,70.465,70.65,70.829,71.002,71.172,71.34,71.508,71.681,71.862,72.053,72.253,72.458,72.66,72.85,73.02,73.167,73.291,73.397,73.491,73.584,73.684,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Oman,OMN,49.855,50.644,51.488,52.384,53.325,54.297,55.278,56.247,57.193,58.105,58.98,59.823,60.636,61.418,62.166,62.877,63.553,64.197,64.81,65.397,65.96,66.505,67.033,67.548,68.05,68.541,69.018,69.479,69.926,70.36,70.782,71.193,71.592,71.978,72.347,72.695,73.02,73.321,73.601,73.865,74.119,74.369,74.621,74.875,75.133,75.391,75.645,75.89,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Pakistan,PAK,53.202,53.699,54.15,54.559,54.93,55.272,55.593,55.902,56.205,56.507,56.808,57.108,57.404,57.698,57.992,58.287,58.584,58.881,59.178,59.472,59.762,60.044,60.317,60.581,60.837,61.087,61.333,61.576,61.818,62.054,62.281,62.496,62.702,62.901,63.102,63.317,63.552,63.809,64.086,64.377,64.672,64.959,65.226,65.468,65.684,65.872,66.041,66.194,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.44,..,..,..,..,67.03,..,..,..,..,66.64,..,..,..,..,66.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Papua New Guinea,PNG,45.839,46.554,47.269,47.978,48.672,49.344,49.983,50.584,51.141,51.649,52.106,52.516,52.888,53.229,53.548,53.855,54.158,54.463,54.774,55.093,55.416,55.738,56.052,56.356,56.648,56.925,57.188,57.439,57.683,57.923,58.166,58.417,58.678,58.952,59.237,59.53,59.825,60.119,60.411,60.702,60.997,61.297,61.603,61.911,62.215,62.508,62.784,63.039,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Panama,PAN,64.563,64.97,65.38,65.792,66.2,66.595,66.972,67.325,67.651,67.95,68.219,68.466,68.695,68.913,69.123,69.331,69.54,69.753,69.973,70.205,70.451,70.711,70.979,71.251,71.522,71.785,72.034,72.263,72.47,72.652,72.808,72.941,73.059,73.167,73.272,73.381,73.499,73.63,73.775,73.932,74.096,74.26,74.422,74.58,74.736,74.894,75.06,75.235,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Paraguay,PRY,63.586,63.749,63.916,64.087,64.261,64.437,64.614,64.789,64.961,65.125,65.277,65.417,65.547,65.669,65.79,65.919,66.062,66.224,66.403,66.594,66.788,66.976,67.155,67.324,67.491,67.666,67.859,68.075,68.313,68.565,68.821,69.069,69.301,69.515,69.715,69.907,70.101,70.304,70.516,70.735,70.958,71.176,71.384,71.577,71.752,71.906,72.041,72.159,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Peru,PER,53.232,53.94,54.601,55.207,55.761,56.273,56.768,57.265,57.771,58.291,58.825,59.366,59.91,60.459,61.015,61.585,62.171,62.769,63.377,63.984,64.582,65.162,65.715,66.239,66.731,67.193,67.633,68.055,68.461,68.852,69.226,69.583,69.923,70.248,70.558,70.857,71.146,71.427,71.701,71.968,72.226,72.474,72.713,72.944,73.169,73.39,73.612,73.834,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Poland,POL,66.1,67.3,67.2,67.8,67,66.9,66.5,66.4,66.8,66,67.1,67.2,67,66.8,66.5,66.8,66.8,67.2,66.8,66.5,66.1,66.7,67.4,67.5,67.6,68.1,68.5,68.9,68.8,69.7,70.2,70.4,70.5,70.7,70.8,70.9,71,71.3,71.5,72.1,72.5,72.6,73,73.7,73.5,73.9,73.9,73.7,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Philippines,PHL,60.75,60.712,60.654,60.586,60.526,60.49,60.489,60.532,60.621,60.749,60.903,61.068,61.236,61.409,61.602,61.838,62.131,62.485,62.89,63.327,63.769,64.189,64.56,64.868,65.105,65.269,65.376,65.444,65.481,65.499,65.508,65.515,65.529,65.555,65.597,65.653,65.718,65.789,65.868,65.957,66.062,66.185,66.326,66.48,66.644,66.81,66.971,67.123,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Romania,ROU,66.27,66.28,66.83,67.29,67.37,67.45,67.42,67.1,66.68,66.53,66.7,66.8,66.98,66.81,66.78,66.55,66.3,66.51,66.56,66.59,66.56,66.56,66.1,65.9,65.7,65.3,65.2,66.1,67,67.7,67.6,67.4,67.7,68.0333,68.3667,68.7,69.2,69.2,69.7,69.8,70.8,70.9,71.6,71.3,71.4,71.6,71.7,71.7,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Rwanda,RWA,43.235,43.321,43.433,43.591,43.843,44.241,44.793,45.477,46.253,47.122,48.092,49.075,49.922,50.459,50.246,48.782,45.946,41.888,36.961,31.941,27.8,25.288,24.834,26.481,29.87,34.303,38.84,42.748,45.734,47.749,49.009,50.006,51.122,52.449,54.006,55.727,57.449,59.04,60.457,61.672,62.683,63.527,64.245,64.854,65.371,65.81,66.187,66.518,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Samoa,WSM,57.497,57.848,58.207,58.571,58.944,59.326,59.716,60.112,60.508,60.897,61.269,61.621,61.947,62.245,62.513,62.751,62.964,63.162,63.351,63.538,63.727,63.925,64.137,64.368,64.626,64.918,65.242,65.592,65.964,66.348,66.73,67.102,67.454,67.784,68.092,68.383,68.667,68.95,69.231,69.51,69.782,70.043,70.286,70.511,70.715,70.895,71.055,71.197,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Sao Tome and Principe,STP,54.48,55.067,55.644,56.195,56.702,57.15,57.528,57.828,58.044,58.164,58.18,58.104,57.953,57.744,57.496,57.226,56.955,56.707,56.505,56.37,56.316,56.342,56.447,56.636,56.913,57.279,57.724,58.233,58.793,59.39,60.013,60.65,61.288,61.915,62.521,63.101,63.658,64.192,64.698,65.173,65.613,66.02,66.395,66.737,67.045,67.321,67.565,67.783,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Saudi Arabia,SAU,51.864,52.995,54.147,55.299,56.429,57.52,58.564,59.555,60.484,61.352,62.162,62.926,63.653,64.344,64.996,65.603,66.159,66.666,67.127,67.551,67.947,68.327,68.696,69.061,69.421,69.777,70.119,70.443,70.743,71.015,71.251,71.451,71.618,71.759,71.883,72.005,72.136,72.282,72.446,72.625,72.808,72.984,73.147,73.293,73.425,73.548,73.671,73.799,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69,..,..,..,..,..,69.6,..,..,68.9,69.6,69.7,69.9,70,70.2,70.8,70.9,71.3,71.4,71.8,72,72.3,72.6,72.8,72.8,73.2,73.1,73.5,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Seychelles,SYC,..,..,..,..,..,..,..,..,..,65.5,67.7,64.3,65.7,65.7,63.6,64.9,63.7,64.8,62.8,62.4,65.2,65.8,64.2,65.9,65.8,66,65.7,67.6,67.4,67.9,67.4,66.6,66.2,69.1,67.4,68.9,68.9,67.7,68.4,69.1,67.7,69.3,69.9,68.4,70.1,68.7,70.3,68.5,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Sierra Leone,SLE,35.555,36.041,36.525,37.003,37.467,37.913,38.331,38.711,39.043,39.315,39.519,39.653,39.716,39.706,39.613,39.427,39.156,38.817,38.436,38.033,37.63,37.256,36.945,36.73,36.655,36.755,37.033,37.483,38.099,38.861,39.745,40.708,41.712,42.726,43.731,44.721,45.699,46.664,47.602,48.497,49.337,50.117,50.833,51.485,52.068,52.586,53.049,53.468,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Solomon Islands,SLB,56.208,56.993,57.746,58.457,59.12,59.731,60.292,60.803,61.264,61.67,62.019,62.312,62.557,62.76,62.929,63.067,63.185,63.294,63.406,63.534,63.689,63.874,64.092,64.341,64.623,64.932,65.259,65.592,65.927,66.254,66.567,66.866,67.152,67.425,67.689,67.95,68.216,68.491,68.774,69.067,69.369,69.675,69.976,70.266,70.536,70.777,70.984,71.158,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Somalia,SOM,39.828,40.211,40.594,40.976,41.358,41.742,42.126,42.504,42.873,43.23,43.577,43.908,44.213,44.479,44.664,44.719,44.634,44.432,44.157,43.903,43.786,43.885,44.242,44.85,45.655,46.562,47.454,48.237,48.872,49.349,49.695,49.976,50.248,50.529,50.829,51.148,51.472,51.793,52.114,52.441,52.783,53.143,53.521,53.912,54.308,54.697,55.067,55.41,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,South Africa,ZAF,50.789,51.362,51.947,52.537,53.126,53.704,54.267,54.815,55.347,55.874,56.412,56.969,57.541,58.115,58.677,59.211,59.69,60.081,60.356,60.472,60.392,60.109,59.634,58.983,58.171,57.218,56.177,55.11,54.077,53.14,52.344,51.715,51.278,51.061,51.104,51.439,52.038,52.853,53.833,54.906,55.993,57.027,57.951,58.728,59.342,59.803,60.162,60.463,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,South Sudan,SSD,34.83,35.214,35.607,36.003,36.384,36.729,37.023,37.265,37.464,37.639,37.815,38.023,38.286,38.621,39.039,39.547,40.129,40.766,41.445,42.149,42.863,43.571,44.258,44.913,45.523,46.079,46.588,47.062,47.511,47.955,48.416,48.911,49.446,50.023,50.633,51.264,51.891,52.494,53.059,53.575,54.032,54.435,54.792,55.106,55.386,55.64,55.88,56.115,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Sri Lanka,LKA,62.863,63.296,63.707,64.099,64.48,64.863,65.248,65.628,65.99,66.298,66.51,66.606,66.584,66.462,66.287,66.125,66.029,66.031,66.132,66.282,66.404,66.435,66.35,66.172,65.988,65.913,66.043,66.427,67.057,67.872,68.769,69.624,70.343,70.886,71.247,71.457,71.591,71.711,71.842,71.995,72.172,72.356,72.536,72.713,72.887,73.062,73.238,73.415,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Sudan,SDN,51.156,51.469,51.748,51.989,52.193,52.36,52.496,52.612,52.712,52.806,52.899,52.996,53.099,53.213,53.337,53.468,53.602,53.737,53.877,54.025,54.189,54.372,54.58,54.813,55.07,55.349,55.644,55.953,56.276,56.614,56.972,57.354,57.76,58.187,58.636,59.106,59.591,60.082,60.567,61.031,61.457,61.838,62.17,62.453,62.693,62.9,63.09,63.277,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Suriname,SUR,61.039,61.267,61.49,61.711,61.934,62.16,62.391,62.623,62.854,63.078,63.288,63.48,63.649,63.796,63.923,64.033,64.134,64.23,64.322,64.408,64.484,64.547,64.594,64.627,64.644,64.643,64.63,64.614,64.608,64.635,64.717,64.866,65.085,65.367,65.7,66.063,66.427,66.77,67.076,67.336,67.547,67.719,67.863,67.983,68.088,68.183,68.274,68.368,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Syrian Arab Republic,SYR,58.307,59.092,59.86,60.603,61.318,62.005,62.671,63.317,63.943,64.548,65.132,65.693,66.227,66.734,67.21,67.652,68.058,68.43,68.768,69.074,69.347,69.593,69.815,70.019,70.207,70.383,70.549,70.706,70.859,71.034,71.269,71.559,71.873,72.161,72.299,72.14,71.613,70.717,69.509,68.113,66.697,65.451,64.533,64.032,64.019,64.512,65.407,66.578,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Tajikistan,TJK,52.754,53.169,53.577,53.967,54.319,54.612,54.842,55.015,55.145,55.277,55.468,55.748,56.117,56.55,56.96,57.233,57.293,57.117,56.734,56.235,55.75,55.417,55.333,55.535,56.018,56.735,57.578,58.457,59.327,60.166,60.973,61.765,62.552,63.318,64.041,64.698,65.278,65.777,66.197,66.549,66.852,67.131,67.404,67.68,67.959,68.234,68.493,68.727,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Tanzania,TZA,45.992,46.406,46.829,47.251,47.658,48.033,48.363,48.64,48.857,49.015,49.12,49.183,49.214,49.215,49.181,49.102,48.973,48.799,48.59,48.354,48.099,47.845,47.617,47.444,47.36,47.401,47.579,47.897,48.353,48.936,49.625,50.385,51.181,51.993,52.803,53.603,54.396,55.189,55.978,56.776,57.599,58.453,59.333,60.22,61.082,61.879,62.581,63.17,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Thailand,THA,57.468,57.933,58.403,58.876,59.345,59.799,60.235,60.66,61.085,61.544,62.083,62.719,63.446,64.238,65.039,65.776,66.386,66.828,67.089,67.175,67.117,66.976,66.815,66.668,66.565,66.523,66.538,66.608,66.738,66.935,67.2,67.523,67.891,68.29,68.71,69.138,69.563,69.978,70.374,70.749,71.104,71.446,71.779,72.102,72.412,72.704,72.977,73.228,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Trinidad and Tobago,TTO,63.014,63.123,63.253,63.406,63.581,63.766,63.951,64.126,64.292,64.454,64.619,64.797,64.992,65.201,65.417,65.631,65.83,66.007,66.159,66.284,66.383,66.464,66.537,66.606,66.679,66.761,66.855,66.962,67.086,67.226,67.381,67.548,67.722,67.905,68.096,68.299,68.515,68.742,68.977,69.217,69.454,69.686,69.906,70.112,70.299,70.466,70.616,70.751,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Tunisia,TUN,51.219,52.4,53.58,54.743,55.876,56.972,58.026,59.032,59.983,60.865,61.667,62.39,63.041,63.631,64.175,64.694,65.206,65.724,66.253,66.791,67.328,67.848,68.338,68.792,69.209,69.59,69.94,70.265,70.568,70.846,71.099,71.326,71.53,71.716,71.892,72.067,72.246,72.433,72.632,72.842,73.059,73.277,73.491,73.7,73.903,74.102,74.297,74.493,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Tonga,TON,64.09,64.389,64.664,64.917,65.153,65.373,65.582,65.785,65.986,66.189,66.399,66.616,66.837,67.063,67.289,67.512,67.728,67.93,68.115,68.279,68.418,68.533,68.625,68.694,68.742,68.772,68.787,68.789,68.778,68.748,68.691,68.604,68.491,68.361,68.23,68.119,68.041,68.008,68.023,68.081,68.174,68.285,68.398,68.506,68.606,68.699,68.788,68.877,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Turkey,TUR,50.129,50.68,51.241,51.82,52.414,53.02,53.626,54.225,54.815,55.395,55.971,56.545,57.119,57.691,58.252,58.793,59.308,59.796,60.263,60.716,61.167,61.629,62.114,62.628,63.179,63.775,64.407,65.063,65.731,66.39,67.015,67.592,68.113,68.579,69.004,69.41,69.822,70.255,70.716,71.199,71.694,72.181,72.644,73.075,73.47,73.826,74.149,74.447,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Turkmenistan,TKM,55.158,55.416,55.652,55.87,56.083,56.302,56.537,56.792,57.067,57.363,57.679,58.001,58.314,58.606,58.855,59.038,59.15,59.191,59.169,59.1,59.005,58.913,58.847,58.823,58.85,58.93,59.052,59.209,59.399,59.624,59.888,60.188,60.52,60.878,61.255,61.647,62.044,62.436,62.813,63.161,63.469,63.734,63.956,64.137,64.282,64.4,64.504,64.603,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Uganda,UGA,48.061,48.196,48.293,48.362,48.418,48.478,48.54,48.596,48.632,48.617,48.515,48.3,47.959,47.491,46.895,46.178,45.377,44.54,43.706,42.915,42.194,41.57,41.071,40.734,40.6,40.706,41.047,41.609,42.375,43.323,44.424,45.63,46.893,48.175,49.447,50.697,51.926,53.125,54.274,55.349,56.334,57.224,58.018,58.716,59.318,59.83,60.27,60.655,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Ukraine,UKR,66.228,66.005,65.76,65.503,65.24,64.973,64.711,64.467,64.26,64.131,64.124,64.251,64.497,64.831,65.186,65.481,66.3,66.4,66.1,65.6,64.62,63.81,63.16,62.39,61.22,61.52,62.23,63.17,62.62,62.1,62.32,62.7,62.64,62.6,62.23,62.38,62.51,62.51,63.79,65.28,65.98,66.11,66.34,66.25,66.37,66.73,67.02,66.69,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Uruguay,URY,65.545,65.592,65.66,65.752,65.876,66.034,66.224,66.443,66.683,66.938,67.198,67.456,67.703,67.934,68.142,68.322,68.48,68.621,68.752,68.882,69.023,69.184,69.368,69.577,69.807,70.049,70.292,70.528,70.753,70.97,71.181,71.394,71.611,71.831,72.049,72.258,72.453,72.63,72.788,72.929,73.054,73.172,73.287,73.405,73.529,73.662,73.805,73.958,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Uzbekistan,UZB,58.98,59.227,59.453,59.662,59.866,60.073,60.294,60.535,60.799,61.094,61.426,61.785,62.158,62.528,62.865,63.139,63.332,63.438,63.462,63.421,63.341,63.259,63.204,63.192,63.232,63.322,63.447,63.595,63.765,63.956,64.17,64.408,64.669,64.951,65.252,65.57,65.902,66.243,66.59,66.943,67.301,67.665,68.028,68.382,68.712,69.004,69.25,69.445,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Vanuatu,VUT,53.994,54.549,55.096,55.634,56.167,56.7,57.238,57.783,58.336,58.896,59.46,60.022,60.577,61.117,61.637,62.132,62.599,63.036,63.44,63.81,64.144,64.446,64.719,64.968,65.198,65.416,65.624,65.826,66.024,66.217,66.403,66.577,66.737,66.885,67.02,67.146,67.267,67.386,67.507,67.634,67.769,67.913,68.064,68.222,68.383,68.544,68.699,68.847,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,"Venezuela, RB",VEN,63.03,63.425,63.796,64.137,64.449,64.735,65.001,65.254,65.496,65.731,65.963,66.191,66.414,66.631,66.842,67.044,67.234,67.409,67.567,67.705,67.819,67.91,67.982,68.039,68.091,68.149,68.219,68.306,68.411,68.531,68.66,68.789,68.907,69.013,69.104,69.186,69.26,69.326,69.379,69.405,69.388,69.321,69.205,69.05,68.871,68.687,68.523,68.398,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Vietnam,VNM,54.084,53.886,54.27,55.231,56.651,58.317,59.955,61.35,62.413,63.12,63.529,63.789,64.022,64.269,64.55,64.862,65.173,65.463,65.732,65.986,66.231,66.474,66.719,66.968,67.218,67.464,67.7,67.925,68.142,68.359,68.592,68.847,69.126,69.422,69.722,70.005,70.255,70.46,70.616,70.725,70.796,70.845,70.887,70.931,70.984,71.049,71.124,71.207,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,"Yemen, Rep.",YEM,36.655,37.73,38.822,39.925,41.043,42.188,43.367,44.578,45.808,47.039,48.252,49.426,50.538,51.572,52.509,53.338,54.066,54.701,55.251,55.718,56.11,56.441,56.732,57.003,57.279,57.582,57.921,58.302,58.731,59.21,59.736,60.291,60.855,61.412,61.947,62.447,62.902,63.306,63.652,63.93,64.134,64.274,64.361,64.404,64.419,64.417,64.413,64.418,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Zambia,ZMB,49.129,49.53,49.897,50.221,50.499,50.733,50.933,51.106,51.25,51.374,51.494,51.603,51.681,51.699,51.598,51.307,50.793,50.053,49.108,47.996,46.768,45.513,44.321,43.264,42.412,41.814,41.47,41.375,41.53,41.927,42.542,43.331,44.249,45.271,46.395,47.637,48.998,50.458,51.972,53.478,54.911,56.22,57.368,58.333,59.105,59.697,60.158,60.533,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Zimbabwe,ZWE,55.454,55.645,55.824,56.003,56.21,56.472,56.797,57.177,57.592,58.022,58.44,58.802,59.062,59.177,59.093,58.765,58.188,57.375,56.344,55.115,53.717,52.21,50.663,49.136,47.688,46.36,45.169,44.135,43.283,42.609,42.086,41.695,41.442,41.366,41.573,42.193,43.276,44.81,46.724,48.884,51.117,53.24,55.106,56.632,57.778,58.565,59.105,59.501,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Afghanistan,AFG,37.93,38.461,39.003,39.558,40.128,40.715,41.32,41.944,42.585,43.244,43.923,44.617,45.324,46.04,46.761,47.486,48.211,48.93,49.64,50.331,50.999,51.641,52.256,52.842,53.398,53.924,54.424,54.906,55.376,55.841,56.308,56.784,57.271,57.772,58.29,58.826,59.375,59.93,60.484,61.028,61.553,62.054,62.525,62.966,63.377,63.763,64.13,64.486,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Albania,ALB,67.237,67.582,67.953,68.343,68.736,69.11,69.448,69.742,69.991,70.208,70.416,70.635,70.876,71.134,71.388,71.605,71.76,71.843,71.86,71.836,71.803,71.802,71.86,71.992,72.205,72.495,72.838,73.208,73.587,73.955,74.288,74.579,74.828,75.039,75.228,75.423,75.646,75.912,76.221,76.562,76.914,77.252,77.554,77.813,78.025,78.194,78.333,78.458,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Algeria,DZA,50.773,51.201,51.676,52.218,52.866,53.661,54.609,55.7,56.909,58.198,59.519,60.813,62.029,63.13,64.087,64.884,65.545,66.097,66.554,66.938,67.27,67.575,67.877,68.194,68.54,68.919,69.323,69.745,70.183,70.64,71.116,71.605,72.101,72.594,73.072,73.521,73.936,74.311,74.644,74.938,75.199,75.436,75.661,75.878,76.09,76.298,76.499,76.693,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Angola,AGO,41.282,41.65,42.016,42.374,42.721,43.053,43.367,43.66,43.931,44.178,44.404,44.611,44.799,44.966,45.107,45.213,45.283,45.317,45.324,45.306,45.271,45.23,45.201,45.201,45.246,45.35,45.519,45.763,46.093,46.522,47.059,47.702,48.44,49.263,50.165,51.143,52.177,53.243,54.311,55.35,56.33,57.236,58.054,58.776,59.398,59.925,60.379,60.782,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Antigua and Barbuda,ATG,66.066,66.28,66.498,66.727,66.975,67.244,67.533,67.837,68.154,68.482,68.818,69.156,69.491,69.82,70.137,70.44,70.728,71.004,71.267,71.52,71.765,72.006,72.247,72.489,72.732,72.977,73.222,73.465,73.705,73.94,74.171,74.395,74.613,74.821,75.019,75.204,75.376,75.535,75.683,75.823,75.956,76.087,76.218,76.349,76.483,76.617,76.752,76.885,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Argentina,ARG,66.774,67.078,67.383,67.686,67.985,68.283,68.585,68.891,69.197,69.496,69.777,70.033,70.262,70.466,70.65,70.825,71.001,71.186,71.384,71.594,71.813,72.032,72.246,72.453,72.651,72.843,73.029,73.213,73.396,73.576,73.755,73.932,74.107,74.28,74.451,74.62,74.787,74.952,75.116,75.278,75.439,75.598,75.756,75.913,76.068,76.221,76.372,76.52,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Armenia,ARM,70.412,70.605,70.723,70.775,70.783,70.783,70.798,70.838,70.897,70.937,70.91,70.776,70.519,70.15,69.698,69.205,68.732,68.332,68.038,67.879,67.87,67.99,68.218,68.538,68.938,69.404,69.912,70.434,70.944,71.409,71.8,72.112,72.348,72.513,72.626,72.716,72.815,72.946,73.118,73.331,73.572,73.82,74.056,74.273,74.467,74.64,74.797,74.945,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Aruba,ABW,69.498,69.851,70.191,70.519,70.833,71.14,71.441,71.736,72.023,72.293,72.538,72.751,72.929,73.071,73.181,73.262,73.325,73.378,73.425,73.468,73.509,73.544,73.573,73.598,73.622,73.646,73.671,73.7,73.738,73.787,73.853,73.937,74.038,74.156,74.287,74.429,74.576,74.725,74.872,75.017,75.158,75.299,75.441,75.583,75.725,75.868,76.01,76.152,..,..
